21 21 21 21 21 10 10 10 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
21 21 21 21 21 21 10 10 10 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
21 21 21 21 21 21 10 10 10 10 10 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
21 21 21 21 21 10 10 10 10 10 10 10 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
21 21 21 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 21 0 10 10 10 10 10 21 21 21 21 21 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
21 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 0 0 0 0 10 10 10 10 10 10 10 21 21 21 21 10 10 10 10 10 10 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 10 10 10 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 0 0 0 0 0 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 21 
10 10 10 10 10 10 21 10 10 10 10 10 10 10 10 10 0 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 21 21 21 21 10 10 21 21 21 21 21 21 21 
10 10 10 10 10 21 0 10 10 10 10 10 10 10 10 10 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 21 21 10 10 10 10 21 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 0 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 21 21 21 10 10 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 0 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 3 3 21 21 21 10 10 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 21 10 10 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 3 3 3 3 3 3 3 3 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 21 3 3 10 10 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 3 3 3 3 10 10 10 10 10 10 3 3 3 3 3 21 21 21 3 3 3 3 3 3 3 21 21 3 3 10 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 3 3 10 10 3 10 10 10 10 10 10 10 10 10 3 3 0 0 21 21 3 3 3 3 3 3 3 21 21 3 3 10 10 10 10 21 21 21 21 21 
10 10 10 10 10 10 10 3 3 10 3 3 3 3 3 3 3 3 10 10 10 10 3 3 10 10 0 10 3 3 10 10 10 10 10 10 10 3 10 0 3 3 10 21 21 3 3 3 3 3 3 3 21 10 3 3 10 10 10 21 21 21 21 21 
10 10 10 10 10 3 3 10 10 10 3 3 3 3 3 3 3 10 10 10 10 3 3 10 10 10 0 10 10 3 10 10 10 10 10 10 3 3 0 0 10 10 3 3 21 3 3 3 3 3 3 3 10 10 10 3 10 10 21 21 21 21 21 21 
10 10 10 10 3 3 10 10 10 10 3 3 3 3 3 3 3 10 10 10 3 3 10 10 10 10 0 10 10 3 10 10 10 10 10 10 3 0 0 10 10 10 10 10 3 3 3 3 3 3 3 3 3 10 10 10 3 10 21 21 21 21 21 21 
10 10 3 3 10 10 10 10 21 21 3 3 3 3 3 3 3 10 10 3 3 10 10 10 10 10 0 10 10 10 3 10 10 10 10 3 3 21 0 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 10 10 3 3 10 21 21 21 21 21 
10 3 3 10 10 10 10 10 10 10 3 3 3 3 3 3 3 10 3 3 10 10 10 10 10 10 0 0 10 10 3 10 10 10 10 3 10 21 21 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 10 10 10 3 10 10 0 0 0 0 
3 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 10 10 10 10 10 10 0 0 0 10 10 3 10 10 10 3 3 10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 10 10 3 10 10 0 0 0 0 
3 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 0 0 0 0 0 0 0 0 0 0 10 3 10 10 10 3 10 10 10 10 10 10 10 10 10 10 10 10 10 0 3 3 3 3 3 3 3 10 10 3 0 0 0 0 0 
10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 0 0 0 0 0 10 10 10 10 10 3 3 10 10 3 10 10 10 10 10 10 10 10 10 10 10 10 0 10 10 3 3 3 3 3 3 10 10 3 10 0 0 0 0 
0 0 0 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 0 0 0 0 10 10 10 10 10 10 3 10 3 10 10 10 10 10 10 10 10 10 0 0 0 0 0 10 10 3 3 3 3 3 3 3 10 3 10 10 0 0 0 
0 0 0 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 0 0 0 10 10 10 10 10 10 3 10 3 10 21 10 10 10 10 10 10 21 21 0 0 0 0 10 10 10 3 3 3 3 3 3 10 10 3 10 0 0 0 
0 0 0 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 0 0 10 10 10 10 10 10 3 10 3 10 10 10 10 10 10 21 21 21 21 21 0 0 0 10 10 10 3 3 3 3 3 3 10 10 3 10 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 10 3 10 3 10 10 10 10 10 10 21 21 21 21 21 0 0 0 0 10 10 10 3 3 3 3 3 3 10 3 10 21 21 21 
10 10 10 10 10 10 10 10 10 10 10 10 10 10 3 3 10 3 3 3 3 3 3 3 3 3 21 10 10 10 10 3 3 3 10 10 10 10 10 10 21 21 10 10 10 10 0 0 0 0 10 10 3 3 3 3 3 3 3 3 10 21 21 21 
10 10 10 10 10 10 10 10 21 10 10 10 10 21 3 21 21 10 3 3 3 3 3 3 3 3 3 10 10 10 10 3 3 10 21 10 10 10 10 10 21 10 10 10 10 10 10 0 0 0 0 10 10 3 3 3 3 3 3 3 10 10 21 21 
10 10 10 10 10 10 10 10 10 10 21 0 0 0 3 0 10 10 10 3 3 3 3 3 3 3 3 3 10 10 10 3 3 10 10 10 10 10 10 10 21 10 10 10 10 10 10 0 0 0 0 21 21 3 3 3 3 3 3 3 10 10 10 21 
10 10 10 0 0 21 10 10 10 10 10 0 0 0 3 0 10 10 10 10 10 3 3 3 3 3 3 3 3 3 10 3 3 10 10 10 10 10 10 10 21 10 10 10 10 10 10 0 0 0 21 21 21 21 3 3 3 3 3 3 3 10 10 21 
10 10 10 10 0 10 10 10 10 10 10 0 0 0 3 0 5 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 10 10 10 10 10 10 0 0 10 10 10 10 10 0 0 21 21 10 10 21 10 3 3 3 3 3 3 10 5 5 
